additional_100__batch_01__231.png	[[[249.0, 111.0], [261.0, 111.0], [261.0, 126.0], [249.0, 126.0]], [[212.0, 105.0], [254.0, 108.0], [252.0, 131.0], [210.0, 129.0]], [[29.0, 25.0], [304.0, 25.0], [304.0, 101.0], [29.0, 101.0]]]
additional_100__batch_01__38.png	[[[546.0, 198.0], [683.0, 198.0], [683.0, 274.0], [546.0, 274.0]], [[679.0, 159.0], [778.0, 164.0], [772.0, 277.0], [673.0, 271.0]], [[132.0, 25.0], [651.0, 25.0], [651.0, 184.0], [132.0, 184.0]]]
additional_100__batch_01__51.png	[[[538.0, 204.0], [616.0, 204.0], [616.0, 275.0], [538.0, 275.0]], [[756.0, 160.0], [836.0, 166.0], [825.0, 283.0], [745.0, 277.0]], [[796.0, 92.0], [888.0, 92.0], [888.0, 159.0], [796.0, 159.0]], [[138.0, 24.0], [667.0, 24.0], [667.0, 192.0], [138.0, 192.0]]]
additional_100__batch_02__124.png	[[[641.0, 276.0], [724.0, 276.0], [724.0, 349.0], [641.0, 349.0]], [[501.0, 274.0], [549.0, 274.0], [549.0, 347.0], [501.0, 347.0]], [[135.0, 271.0], [176.0, 271.0], [176.0, 326.0], [135.0, 326.0]], [[716.0, 242.0], [846.0, 242.0], [846.0, 352.0], [716.0, 352.0]], [[767.0, 154.0], [836.0, 154.0], [836.0, 237.0], [767.0, 237.0]], [[188.0, 82.0], [693.0, 89.0], [691.0, 252.0], [186.0, 244.0]]]
additional_100__batch_02__127.png	[[[261.0, 105.0], [339.0, 105.0], [339.0, 230.0], [261.0, 230.0]], [[377.0, 71.0], [616.0, 71.0], [616.0, 273.0], [377.0, 273.0]], [[62.0, 61.0], [307.0, 71.0], [298.0, 279.0], [53.0, 268.0]]]
additional_100__batch_02__282.png	[[[249.0, 115.0], [302.0, 115.0], [302.0, 152.0], [249.0, 152.0]], [[335.0, 65.0], [342.0, 65.0], [342.0, 82.0], [335.0, 82.0]], [[68.0, 32.0], [311.0, 28.0], [312.0, 111.0], [69.0, 115.0]], [[398.0, 33.0], [410.0, 30.0], [414.0, 48.0], [402.0, 51.0]]]
additional_100__batch_03__126.png	[[[379.0, 302.0], [391.0, 302.0], [391.0, 325.0], [379.0, 325.0]], [[580.0, 290.0], [644.0, 290.0], [644.0, 361.0], [580.0, 361.0]], [[677.0, 131.0], [784.0, 147.0], [763.0, 283.0], [656.0, 267.0]], [[583.0, 164.0], [595.0, 161.0], [597.0, 170.0], [585.0, 173.0]], [[463.0, 95.0], [734.0, 95.0], [734.0, 287.0], [463.0, 287.0]], [[76.0, 56.0], [286.0, 75.0], [269.0, 270.0], [58.0, 251.0]]]
additional_100__batch_03__297.png	[[[271.0, 138.0], [300.0, 138.0], [300.0, 174.0], [271.0, 174.0]], [[392.0, 109.0], [510.0, 109.0], [510.0, 176.0], [392.0, 176.0]], [[487.0, 80.0], [495.0, 80.0], [495.0, 99.0], [487.0, 99.0]], [[432.0, 79.0], [440.0, 79.0], [440.0, 96.0], [432.0, 96.0]], [[413.0, 66.0], [453.0, 63.0], [456.0, 103.0], [416.0, 107.0]], [[20.0, 44.0], [373.0, 32.0], [376.0, 126.0], [23.0, 138.0]], [[468.0, 35.0], [484.0, 35.0], [484.0, 58.0], [468.0, 58.0]]]
additional_100__batch_03__400.png	[[[31.0, 51.0], [355.0, 29.0], [362.0, 146.0], [38.0, 168.0]]]
additional_100__batch_04__414.png	[[[872.0, 129.0], [895.0, 129.0], [895.0, 161.0], [872.0, 161.0]], [[277.0, 75.0], [710.0, 95.0], [701.0, 287.0], [267.0, 268.0]]]
additional_100__batch_04__465.png	[[[538.0, 82.0], [595.0, 85.0], [592.0, 165.0], [535.0, 163.0]], [[106.0, 51.0], [527.0, 51.0], [527.0, 170.0], [106.0, 170.0]]]
additional_100__batch_04__653.png	[[[408.0, 425.0], [471.0, 425.0], [471.0, 456.0], [408.0, 456.0]], [[566.0, 390.0], [575.0, 382.0], [584.0, 391.0], [575.0, 399.0]], [[423.0, 380.0], [437.0, 383.0], [434.0, 397.0], [420.0, 393.0]], [[36.0, 336.0], [252.0, 336.0], [252.0, 484.0], [36.0, 484.0]], [[539.0, 321.0], [784.0, 316.0], [788.0, 486.0], [543.0, 492.0]], [[471.0, 329.0], [609.0, 329.0], [609.0, 472.0], [471.0, 472.0]], [[453.0, 236.0], [540.0, 236.0], [540.0, 329.0], [453.0, 329.0]], [[36.0, 179.0], [136.0, 179.0], [136.0, 277.0], [36.0, 277.0]], [[138.0, 165.0], [280.0, 159.0], [286.0, 286.0], [144.0, 292.0]], [[603.0, 70.0], [1692.0, 82.0], [1689.0, 283.0], [601.0, 271.0]]]
additional_100__batch_05__481.png	[[[68.0, 369.0], [292.0, 369.0], [292.0, 525.0], [68.0, 525.0]], [[1363.0, 370.0], [1534.0, 370.0], [1534.0, 514.0], [1363.0, 514.0]], [[784.0, 350.0], [1036.0, 350.0], [1036.0, 528.0], [784.0, 528.0]], [[66.0, 212.0], [188.0, 212.0], [188.0, 320.0], [66.0, 320.0]], [[175.0, 198.0], [313.0, 198.0], [313.0, 323.0], [175.0, 323.0]], [[1205.0, 94.0], [1761.0, 94.0], [1761.0, 343.0], [1205.0, 343.0]]]
additional_100__batch_05__519.png	[[[1012.0, 349.0], [1104.0, 355.0], [1098.0, 445.0], [1006.0, 445.0]], [[1215.0, 254.0], [1607.0, 246.0], [1610.0, 445.0], [1219.0, 445.0]], [[1417.0, 122.0], [1582.0, 122.0], [1582.0, 254.0], [1417.0, 254.0]], [[52.0, 56.0], [1167.0, 48.0], [1169.0, 308.0], [54.0, 316.0]]]
additional_100__batch_05__662.png	[[[1344.0, 350.0], [1616.0, 355.0], [1613.0, 499.0], [1341.0, 494.0]], [[52.0, 349.0], [277.0, 349.0], [277.0, 512.0], [52.0, 512.0]], [[674.0, 337.0], [1008.0, 337.0], [1008.0, 510.0], [674.0, 510.0]], [[43.0, 195.0], [150.0, 186.0], [160.0, 306.0], [52.0, 315.0]], [[618.0, 89.0], [1719.0, 99.0], [1718.0, 304.0], [616.0, 293.0]]]
next_100__batch_01__312.png	[[[44.0, 1.0], [294.0, 7.0], [292.0, 83.0], [42.0, 77.0]], [[297.0, 7.0], [354.0, 7.0], [354.0, 39.0], [297.0, 39.0]]]
next_100__batch_01__43.png	[[[537.0, 206.0], [612.0, 206.0], [612.0, 275.0], [537.0, 275.0]], [[755.0, 165.0], [827.0, 168.0], [822.0, 280.0], [750.0, 277.0]], [[795.0, 92.0], [885.0, 92.0], [885.0, 161.0], [795.0, 161.0]], [[138.0, 31.0], [656.0, 28.0], [657.0, 183.0], [139.0, 187.0]]]
next_100__batch_01__54.png	[[[697.0, 156.0], [796.0, 167.0], [784.0, 282.0], [685.0, 271.0]], [[804.0, 85.0], [897.0, 85.0], [897.0, 159.0], [804.0, 159.0]], [[140.0, 13.0], [680.0, 13.0], [680.0, 190.0], [140.0, 190.0]]]
next_100__batch_02__173.png	[[[621.0, 356.0], [736.0, 364.0], [729.0, 456.0], [615.0, 448.0]], [[974.0, 227.0], [1122.0, 242.0], [1112.0, 344.0], [964.0, 330.0]], [[83.0, 58.0], [886.0, 130.0], [866.0, 350.0], [64.0, 278.0]]]
next_100__batch_02__304.png	[[[182.0, 152.0], [204.0, 152.0], [204.0, 165.0], [182.0, 165.0]], [[187.0, 148.0], [192.0, 148.0], [192.0, 152.0], [187.0, 152.0]], [[428.0, 145.0], [434.0, 145.0], [434.0, 153.0], [428.0, 153.0]], [[369.0, 137.0], [400.0, 137.0], [400.0, 170.0], [369.0, 170.0]], [[404.0, 108.0], [525.0, 106.0], [527.0, 176.0], [406.0, 176.0]], [[501.0, 76.0], [509.0, 76.0], [509.0, 93.0], [501.0, 93.0]], [[423.0, 62.0], [506.0, 62.0], [506.0, 112.0], [423.0, 112.0]], [[86.0, 37.0], [388.0, 25.0], [393.0, 129.0], [90.0, 140.0]], [[477.0, 24.0], [501.0, 24.0], [501.0, 60.0], [477.0, 60.0]]]
next_100__batch_02__383.png	[[[635.0, 98.0], [705.0, 98.0], [705.0, 205.0], [635.0, 205.0]], [[76.0, 51.0], [621.0, 49.0], [622.0, 209.0], [76.0, 212.0]]]
next_100__batch_03__252.png	[[[343.0, 88.0], [446.0, 88.0], [446.0, 148.0], [343.0, 148.0]], [[360.0, 53.0], [428.0, 53.0], [428.0, 89.0], [360.0, 89.0]], [[33.0, 30.0], [328.0, 23.0], [330.0, 105.0], [35.0, 111.0]], [[358.0, 17.0], [398.0, 17.0], [398.0, 52.0], [358.0, 52.0]]]
next_100__batch_03__266.png	[[[20.0, 40.0], [295.0, 34.0], [297.0, 116.0], [22.0, 122.0]]]
next_100__batch_03__72.png	[[[301.0, 151.0], [349.0, 151.0], [349.0, 207.0], [301.0, 207.0]], [[423.0, 82.0], [466.0, 82.0], [466.0, 125.0], [423.0, 125.0]], [[27.0, 55.0], [348.0, 44.0], [351.0, 149.0], [31.0, 160.0]]]
next_100__batch_04__458.png	[[[125.0, 163.0], [167.0, 163.0], [167.0, 216.0], [125.0, 216.0]], [[499.0, 86.0], [533.0, 86.0], [533.0, 144.0], [499.0, 144.0]], [[102.0, 49.0], [485.0, 46.0], [486.0, 144.0], [102.0, 146.0]]]
next_100__batch_04__460.png	[[[114.0, 148.0], [150.0, 148.0], [150.0, 195.0], [114.0, 195.0]], [[432.0, 79.0], [472.0, 76.0], [476.0, 127.0], [436.0, 130.0]], [[84.0, 31.0], [435.0, 31.0], [435.0, 140.0], [84.0, 140.0]]]
next_100__batch_04__470.png	[[[387.0, 67.0], [435.0, 62.0], [439.0, 101.0], [392.0, 106.0]], [[31.0, 24.0], [287.0, 24.0], [287.0, 124.0], [31.0, 124.0]], [[396.0, 36.0], [427.0, 36.0], [427.0, 71.0], [396.0, 71.0]]]
next_100__batch_05__585.png	[[[35.0, 358.0], [252.0, 358.0], [252.0, 510.0], [35.0, 510.0]], [[1328.0, 356.0], [1595.0, 356.0], [1595.0, 497.0], [1328.0, 497.0]], [[468.0, 350.0], [588.0, 350.0], [588.0, 501.0], [468.0, 501.0]], [[562.0, 341.0], [677.0, 341.0], [677.0, 504.0], [562.0, 504.0]], [[31.0, 196.0], [133.0, 196.0], [133.0, 303.0], [31.0, 303.0]], [[128.0, 190.0], [272.0, 171.0], [289.0, 307.0], [145.0, 326.0]], [[604.0, 98.0], [1693.0, 104.0], [1692.0, 292.0], [603.0, 286.0]]]
next_100__batch_05__606.png	[[[33.0, 330.0], [260.0, 330.0], [260.0, 492.0], [33.0, 492.0]], [[1380.0, 333.0], [1493.0, 333.0], [1493.0, 482.0], [1380.0, 482.0]], [[1303.0, 46.0], [1745.0, 46.0], [1745.0, 318.0], [1303.0, 318.0]], [[556.0, 42.0], [742.0, 42.0], [742.0, 312.0], [556.0, 312.0]]]
next_100__batch_05__608.png	[[[39.0, 341.0], [262.0, 341.0], [262.0, 486.0], [39.0, 486.0]], [[1440.0, 339.0], [1547.0, 339.0], [1547.0, 485.0], [1440.0, 485.0]], [[35.0, 177.0], [145.0, 177.0], [145.0, 293.0], [35.0, 293.0]], [[133.0, 188.0], [267.0, 162.0], [291.0, 291.0], [156.0, 317.0]], [[1168.0, 61.0], [1726.0, 61.0], [1726.0, 320.0], [1168.0, 320.0]], [[553.0, 48.0], [737.0, 40.0], [748.0, 323.0], [564.0, 331.0]]]
pilot_90__calibration__301.png	[[[401.0, 108.0], [479.0, 103.0], [483.0, 173.0], [405.0, 174.0]], [[410.0, 75.0], [424.0, 75.0], [424.0, 92.0], [410.0, 92.0]], [[426.0, 65.0], [465.0, 65.0], [465.0, 97.0], [426.0, 97.0]], [[24.0, 30.0], [374.0, 24.0], [376.0, 131.0], [26.0, 137.0]], [[423.0, 37.0], [458.0, 37.0], [458.0, 53.0], [423.0, 53.0]]]
pilot_90__train__184.png	[[[488.0, 190.0], [543.0, 190.0], [543.0, 256.0], [488.0, 256.0]], [[679.0, 85.0], [764.0, 82.0], [766.0, 148.0], [682.0, 151.0]], [[372.0, 14.0], [588.0, 8.0], [594.0, 195.0], [378.0, 202.0]]]
pilot_90__train__189.png	[[[430.0, 204.0], [545.0, 200.0], [547.0, 264.0], [432.0, 268.0]], [[110.0, 53.0], [586.0, 33.0], [593.0, 183.0], [117.0, 203.0]], [[580.0, 19.0], [652.0, 9.0], [676.0, 170.0], [604.0, 180.0]]]
pilot_90__train__341.png	[[[307.0, 185.0], [366.0, 185.0], [366.0, 240.0], [307.0, 240.0]], [[132.0, 188.0], [170.0, 186.0], [173.0, 237.0], [135.0, 240.0]], [[370.0, 180.0], [479.0, 180.0], [479.0, 242.0], [370.0, 242.0]], [[519.0, 92.0], [566.0, 92.0], [566.0, 165.0], [519.0, 165.0]], [[57.0, 55.0], [503.0, 55.0], [503.0, 168.0], [57.0, 168.0]]]
pilot_90__train__36.png	[[[494.0, 202.0], [600.0, 202.0], [600.0, 273.0], [494.0, 273.0]], [[136.0, 30.0], [651.0, 28.0], [651.0, 180.0], [137.0, 182.0]], [[657.0, 0.0], [747.0, 0.0], [747.0, 186.0], [657.0, 186.0]]]
pilot_90__train__370.png	[[[343.0, 109.0], [397.0, 109.0], [397.0, 161.0], [343.0, 161.0]], [[103.0, 85.0], [146.0, 85.0], [146.0, 96.0], [103.0, 96.0]], [[360.0, 70.0], [396.0, 73.0], [392.0, 112.0], [357.0, 109.0]], [[305.0, 66.0], [311.0, 66.0], [311.0, 75.0], [305.0, 75.0]], [[304.0, 59.0], [310.0, 59.0], [310.0, 64.0], [304.0, 64.0]]]
pilot_90__train__415.png	[[[429.0, 68.0], [612.0, 57.0], [624.0, 266.0], [441.0, 277.0]], [[69.0, 54.0], [297.0, 64.0], [288.0, 277.0], [60.0, 266.0]]]
pilot_90__train__507.png	[[[60.0, 364.0], [285.0, 364.0], [285.0, 520.0], [60.0, 520.0]], [[1402.0, 362.0], [1517.0, 362.0], [1517.0, 514.0], [1402.0, 514.0]], [[57.0, 200.0], [200.0, 200.0], [200.0, 318.0], [57.0, 318.0]], [[166.0, 184.0], [314.0, 193.0], [305.0, 323.0], [157.0, 314.0]], [[1325.0, 72.0], [1768.0, 72.0], [1768.0, 349.0], [1325.0, 349.0]], [[581.0, 77.0], [752.0, 72.0], [761.0, 339.0], [589.0, 344.0]]]
pilot_90__train__584.png	[[[1328.0, 340.0], [1591.0, 340.0], [1591.0, 479.0], [1328.0, 479.0]], [[361.0, 350.0], [469.0, 350.0], [469.0, 469.0], [361.0, 469.0]], [[35.0, 336.0], [252.0, 336.0], [252.0, 492.0], [35.0, 492.0]], [[465.0, 328.0], [604.0, 328.0], [604.0, 488.0], [465.0, 488.0]], [[557.0, 322.0], [672.0, 322.0], [672.0, 492.0], [557.0, 492.0]], [[461.0, 252.0], [515.0, 252.0], [515.0, 324.0], [461.0, 324.0]], [[33.0, 184.0], [135.0, 184.0], [135.0, 281.0], [33.0, 281.0]], [[133.0, 166.0], [276.0, 166.0], [276.0, 293.0], [133.0, 293.0]], [[608.0, 82.0], [1688.0, 90.0], [1686.0, 274.0], [607.0, 265.0]]]
pilot_90__train__71.png	[[[294.0, 143.0], [340.0, 143.0], [340.0, 201.0], [294.0, 201.0]], [[17.0, 45.0], [291.0, 31.0], [297.0, 153.0], [23.0, 166.0]]]
pilot_90__validation__624.png	[[[39.0, 340.0], [264.0, 340.0], [264.0, 498.0], [39.0, 498.0]], [[469.0, 311.0], [688.0, 311.0], [688.0, 490.0], [469.0, 490.0]], [[732.0, 313.0], [906.0, 313.0], [906.0, 500.0], [732.0, 500.0]], [[480.0, 267.0], [526.0, 267.0], [526.0, 326.0], [480.0, 326.0]], [[42.0, 179.0], [144.0, 179.0], [144.0, 289.0], [42.0, 289.0]], [[148.0, 170.0], [282.0, 170.0], [282.0, 296.0], [148.0, 296.0]], [[1258.0, 60.0], [1737.0, 65.0], [1734.0, 323.0], [1256.0, 318.0]]]
remaining_376__batch_01__29.png	[[[548.0, 205.0], [615.0, 205.0], [615.0, 275.0], [548.0, 275.0]], [[152.0, 33.0], [666.0, 30.0], [667.0, 182.0], [152.0, 184.0]], [[677.0, 0.0], [764.0, 0.0], [759.0, 187.0], [673.0, 185.0]]]
remaining_376__batch_01__49.png	[[[678.0, 69.0], [752.0, 77.0], [738.0, 187.0], [664.0, 179.0]], [[109.0, 33.0], [669.0, 29.0], [670.0, 188.0], [110.0, 191.0]]]
remaining_376__batch_01__58.png	[[[675.0, 51.0], [740.0, 59.0], [726.0, 168.0], [661.0, 160.0]], [[90.0, 21.0], [667.0, 17.0], [668.0, 171.0], [91.0, 175.0]]]
remaining_376__batch_01__74.png	[[[23.0, 39.0], [380.0, 28.0], [385.0, 170.0], [28.0, 181.0]]]
