100.png	[[[267.0, 170.0], [302.0, 170.0], [302.0, 203.0], [267.0, 203.0]], [[400.0, 161.0], [449.0, 155.0], [455.0, 196.0], [406.0, 203.0]], [[299.0, 169.0], [338.0, 149.0], [359.0, 189.0], [320.0, 209.0]], [[456.0, 130.0], [540.0, 130.0], [540.0, 207.0], [456.0, 207.0]], [[436.0, 84.0], [526.0, 63.0], [540.0, 119.0], [450.0, 141.0]], [[36.0, 31.0], [413.0, 35.0], [411.0, 146.0], [34.0, 141.0]]]
154.png	[[[909.0, 427.0], [1014.0, 427.0], [1014.0, 537.0], [909.0, 537.0]], [[1137.0, 191.0], [1276.0, 216.0], [1244.0, 397.0], [1105.0, 372.0]], [[91.0, 103.0], [1124.0, 114.0], [1121.0, 393.0], [88.0, 382.0]]]
161.png	[[[940.0, 430.0], [1045.0, 430.0], [1045.0, 536.0], [940.0, 536.0]], [[1168.0, 194.0], [1306.0, 214.0], [1278.0, 397.0], [1140.0, 377.0]], [[113.0, 106.0], [1156.0, 112.0], [1154.0, 396.0], [112.0, 390.0]]]
239.png	[[[21.0, 17.0], [314.0, 23.0], [313.0, 104.0], [20.0, 98.0]], [[365.0, 30.0], [378.0, 30.0], [378.0, 48.0], [365.0, 48.0]]]
273.png	[[[147.0, 129.0], [157.0, 129.0], [157.0, 134.0], [147.0, 134.0]], [[287.0, 124.0], [295.0, 124.0], [295.0, 144.0], [287.0, 144.0]], [[239.0, 119.0], [286.0, 116.0], [288.0, 149.0], [241.0, 152.0]], [[343.0, 82.0], [359.0, 82.0], [359.0, 96.0], [343.0, 96.0]], [[24.0, 31.0], [315.0, 24.0], [317.0, 116.0], [26.0, 122.0]], [[356.0, 35.0], [390.0, 31.0], [393.0, 49.0], [358.0, 54.0]], [[400.0, 23.0], [422.0, 23.0], [422.0, 51.0], [400.0, 51.0]]]
291.png	[[[282.0, 144.0], [308.0, 144.0], [308.0, 174.0], [282.0, 174.0]], [[360.0, 138.0], [402.0, 138.0], [402.0, 175.0], [360.0, 175.0]], [[403.0, 112.0], [459.0, 112.0], [459.0, 173.0], [403.0, 173.0]], [[387.0, 58.0], [469.0, 63.0], [465.0, 129.0], [383.0, 124.0]], [[39.0, 42.0], [362.0, 34.0], [364.0, 127.0], [41.0, 135.0]]]
320.png	[[[51.0, 19.0], [313.0, 14.0], [314.0, 94.0], [53.0, 100.0]]]
325.png	[[[264.0, 72.0], [281.0, 72.0], [281.0, 87.0], [264.0, 87.0]], [[289.0, 50.0], [318.0, 50.0], [318.0, 91.0], [289.0, 91.0]], [[22.0, 27.0], [165.0, 27.0], [165.0, 101.0], [22.0, 101.0]]]
372.png	[[[368.0, 155.0], [425.0, 155.0], [425.0, 198.0], [368.0, 198.0]], [[219.0, 162.0], [236.0, 162.0], [236.0, 185.0], [219.0, 185.0]], [[291.0, 159.0], [311.0, 159.0], [311.0, 190.0], [291.0, 190.0]], [[59.0, 148.0], [104.0, 145.0], [107.0, 197.0], [62.0, 200.0]], [[430.0, 137.0], [435.0, 137.0], [435.0, 144.0], [430.0, 144.0]], [[388.0, 70.0], [493.0, 70.0], [493.0, 202.0], [388.0, 202.0]], [[78.0, 45.0], [379.0, 48.0], [378.0, 149.0], [77.0, 147.0]]]
394.png	[[[648.0, 106.0], [717.0, 113.0], [707.0, 213.0], [637.0, 206.0]], [[575.0, 124.0], [585.0, 124.0], [585.0, 158.0], [575.0, 158.0]], [[132.0, 69.0], [630.0, 69.0], [630.0, 212.0], [132.0, 212.0]]]
411.png	[[[263.0, 159.0], [307.0, 159.0], [307.0, 202.0], [263.0, 202.0]], [[403.0, 158.0], [448.0, 158.0], [448.0, 199.0], [403.0, 199.0]], [[311.0, 158.0], [341.0, 158.0], [341.0, 198.0], [311.0, 198.0]], [[449.0, 125.0], [531.0, 125.0], [531.0, 204.0], [449.0, 204.0]], [[46.0, 26.0], [426.0, 31.0], [425.0, 142.0], [45.0, 137.0]]]
412.png	[[[20.0, 371.0], [150.0, 381.0], [147.0, 423.0], [16.0, 414.0]], [[104.0, 262.0], [163.0, 270.0], [153.0, 341.0], [94.0, 333.0]], [[670.0, 196.0], [729.0, 200.0], [722.0, 299.0], [663.0, 295.0]], [[134.0, 82.0], [673.0, 134.0], [655.0, 304.0], [117.0, 252.0]]]
